time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2018-02-19 11:27:02.822 UTC, ,1154,6915186,1832,3768304, , ,754,644,367953,724,0.00,38, , , , , , ,754,14, , ,643,6,750,7, ,3,3, , , , , , , , , , ,190110,9, ,4303423652,29, ,4302870986, , , , ,18453283,641469702144,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18453283, ,1519039603791, , ,38, ,3145728,4303798503, ,1079,1381,125,250,1706,243,8,250, , ,3,243, , , ,1381,2,2156544,1053,3184,1, ,375,1726704,706,371641,244, , , ,4, , ,13,183,662529568,-1, , , , , , ,2506, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, ,16421097,3, , , , , , , , 
2018-02-19 11:27:47.238 UTC, ,250,3164234,1600,18256, , ,4,1,313,4,0.01, , , , , , , ,4,4, ,3,1,5,1,7, ,332,23, , , , , , , , , , , , , ,4304375335,30, ,4303798587, , , , ,19404966,641469583360,7,7, , , , , ,1149,33589, , , , , , , , , , , , , , , , , , , , , , , , , ,19404966, ,1519039664079, , , , ,3145728,4304375335, , ,34,0, , , ,3, , , ,3, , , , ,34, ,14183,10, , , , ,23607556,2905, , , , , , , , , , ,63299640,-1, , , , , , ,302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 11:28:05.927 UTC, ,1154,7060954,1832,3914072, , ,783,666,382865,750,0.00,44, , , , , , ,783,14, , ,666,6,779,7, ,5,4, , , , , , , , , , ,197565,14, ,4304375335,30, ,4303798587, , , , ,19404966,641469583360,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19404966, ,1519039664079, , ,44, ,3145728,4304779683, ,616,1436,44,250,1635,245,18,250, , ,3,245, , , ,1436,2,2250752,1099,11739,1, ,393,1802035,734,392583,247, , , ,1, , ,15,169,1152106696,-1, , , , , , ,2509, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, ,17046136,3, , , , , , , , 
2018-02-19 12:48:41.571 UTC, ,375,3165295,2016,19192, , ,4,1,47,4,0.09, , , , , , , ,4,4, ,4,1,5, ,8, ,46,15, , , , , , , , , , , , , ,8590333633,32,20398093,8590332685,1,1,2,5,20393018,641462104064,7,7, , , , , ,49,488, , , , , , , , , , , , , , , , , , , , , , , , , ,20393018, ,1519044520538, , , , ,3145728,8590333694, , ,28,5,1,5,1,7,1, , ,3,2, , , ,28,1,104521,25, , , , ,5624273,704,1080,1, , , , , , , , ,33855344,-1, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 12:49:41.630 UTC, ,3863,7407743,2456,4232392,25760, ,895,696,1506100,780,0.00,252, , , , , , ,895,16, , ,696,6,890,8, ,497,33, , , , , , , , , , ,777509,8, ,8590333633,32,20398093,8590332685, , , , ,20503510,641461977088,7,7, , , ,2657, ,1221,46829,1, ,9,5,4,2616,20,25, , , , ,23,41501, , , , , , , , , , , ,20503510, ,1519044520538, , ,252, ,3145728,8591855349, ,850,1518,194,880,6700,812,17,880, , ,3,814, , , ,1519,3,3822201,1369,17099,4, ,395,10362441,1769,1503994,815, , , ,3, , ,76,395,22266000,-1, , , , , , ,9590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9120, ,66358401,3, , , , , , , , 
2018-02-19 12:50:32.429 UTC, ,5183,7663143,2456,4512232, , ,968, ,1307656, , , , , , , , , ,968,18, , , ,6,963,8, , , , , , , , , , , , , ,676101, , ,8590333633,32,20398093,8590332685, , , , ,22891624,641459548160,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22891624, ,1519044520538, , , , ,3145728,8592900905, ,32, ,172,720,5414,688, ,720, , ,3,691, , , , ,3, , , , , , , , ,1046150,699, , , ,1, , ,203,481,68366128,-1, , , , , , ,6880, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6880, ,57747909, , , , , , , , , 
2018-02-19 18:23:36.447 UTC, ,250,3169930,2040,23872,80, ,5, ,316,5,0.02, , , , , , , ,5,5, ,37, ,5,2,7, ,277,16, , , , , , , , , , , , , ,8594366044,34,24429506,8594364098,1, ,4,8,14428560,641415700480,16,16, , , , , ,541,18286, , , , , , , , , , , , , , , , , , , , , , , , , ,14428560, ,1519064614086, , , , ,3145728,8594366044, , ,27,5,1,5,1,6,1, , ,3,2, , , ,27,1,54900,19,2097,1, , ,21170385,2600, , , , , , , , , , ,49214720,-1, , , , , , ,277, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 18:23:38.706 UTC, ,3378,8271754,2040,5122648, , ,1140,605,16178,992,0.06,3485, , , , , ,85,1140,20, , ,505,6,1136,8, ,4,2, , , , , , , , , , ,16172,19, ,8594366044,34,24429506,8594364098, , , , ,14428560,641415700480,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14428560, ,1519064614086, , ,3485, ,3145728,8596760867, ,558692,1520,75,1600,1557,302,596,1600, , ,3,302, , , ,1520,2,1297944,634,1761948,168, ,506,3304449,1395,632846,127, , , ,133, , ,3,87,29079504,-1, , , , , , ,16007, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16000, , ,3, , , , , , , , 
2018-02-19 18:48:20.457 UTC, ,250,3169290,2040,23312, , ,5,1,384,5,0.01, , , , , , , ,5,5, ,3,1,5,2,7, ,381,16, , , , , , , , , , , , , ,8598191932,35, ,8596760951, , , , ,18254445,641403490304,16,16, , , , , ,1008,36126, , , , , , , , , , , , , , , , , , , , , , , , , ,18254445, ,1519066099399, , , , ,3145728,8598191932, , ,29,0, , , ,2, , , ,3, , , , ,29, ,56889,21, , , , ,28523048,3494, , , , , , , , , , ,63963136,-1, , , , , , ,368, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 18:48:21.984 UTC, ,4282,8913466,2144,5763456, , ,1322,801,16193,1165,0.07,4710, , , , , ,152,1322,23, , ,631,6,1318,8, ,5,3, , , , , , , , , , ,16186,22, ,8598191932,35, ,8596760951, , , , ,18254445,641403490304,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18254445,1,1519066099399, , ,4710, ,3145728,12885650136, ,471702,1823,101,1600,1143,286,851,1600, , ,3,287, , , ,1823,2,1595495,781,2095829,181, ,609,3899656,1658,394665,96, , , ,117, , ,2,32,76554256,-1, , , , , , ,16009, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16000, , ,3, , , , , , , , 
2018-02-19 18:49:06.874 UTC, ,375,3168799,2224,22696, , ,5,1,112,5,0.04, , , , , , , ,5,5, ,5,1,5,1,9, ,140,33, , , , , , , , , , , , , ,12887151533,37,32248675,12887150563,1,1,2,5,22246365,641399468032,14,14, , , , , ,275,6053,1, , , , , , , , , , , , , , , , , , , , , , , , ,22246365, ,1519066145979, , , , ,3145728,12887151594, , ,45,13,1,13,1,8,1, , ,3,2, , , ,46,3,83090,31,1103,1, , ,17038782,2104, , , , , , , , , , ,44143576,-1, , , , , , ,97, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 18:49:08.522 UTC, ,4407,9383951,2456,6233816, , ,1510,991,16494,1343,0.08,5692, , , , , ,269,1510,23, , ,702,6,1505,9, ,264,4, , , , , , , , , , ,16257,19, ,12887151533,37,32248675,12887150563, , , , ,22246365,641399468032,14,14, , , , , ,1048,31255, , , , , , , , , , , , , , , , , , , , , , , , , ,22246365, ,1519066145979, , ,5692, ,3145728,12889690584, ,377649,2070,67,1600,1204,319,578,1600, , ,3,319, , , ,2070,3,3905071,1299,2276291,209, ,628,10715407,2449,262731,99, , , ,123, , ,2,34,116668544,-1, , , , , , ,16277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16000, , ,3, , , , , , , , 
2018-02-19 18:49:31.541 UTC, ,375,3168119,2224,22016, , ,5, ,270,5,0.02, , , , , , , ,5,5, ,4, ,5,2,8, ,265,15, , , , , , , , , , , , , ,12891317968,38, ,12889690668, , , , ,26412797,641395290112,14,14, , , , , ,784,24330, , , , , , , , , , , , , , , , , , , , , , , , , ,26412797, ,1519066170342, , , , ,3145728,12891318026, , ,27,0, , , ,3, , , ,3, , , , ,27, ,58635,21, , , , ,26358255,3229, , , , , , , , , , ,59526904,-1, , , , , , ,254, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 18:49:33.068 UTC, ,45037,9889757,2456,6698992, , ,1699,1169,16532,1522,0.09,6245, , , , , ,391,1699,27, , ,768,6,1694,9, ,341,25, , , , , , , , , , ,16259,16, ,12891317968,38, ,12889690668, , , , ,26412797,641395290112,14,14, , , , , ,1221,36465,1, , , , , , , , , , , , , , , , , , , , , , , , ,26412797,1,1519066170342, , ,6245, ,3145728,12893933856, ,552214,2333,32,1600,1006,299,803,1600, , ,3,299, , , ,2333,3,4412250,1496,2228280,197, ,652,12218543,2714,382543,91, , , ,119, , ,2,39,137247320,-1, , , , , , ,16307, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,16000, , ,3, , , , , , , , 
2018-02-19 18:49:56.044 UTC, ,375,3172239,2328,26136, , ,5,1,120,5,0.04, , , , , , , ,5,5, ,29,1,5,2,8, ,96,19, , , , , , , , , , , , , ,17180656376,40,40785529,17180654713,1, ,3,6,20786718,641400905728,19,19, , , , , ,96,782, , , , , , , , , , , , , , , , , , , , , , , , , ,20786718, ,1519066195157, , , , ,3145728,17180656437, , ,32,4,1,4,1,8,1, , ,3,2, , , ,33,2,112909,29, , , , ,16050007,1978,1813,1, , , , , , , , ,37779680,-1, , , , , , ,88, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-19 18:49:56.863 UTC, ,2167,7148175,2768,4000280, , ,1362,1029,3089,1320,0.43,1488, , , , , ,752,1362,27, , ,226,6,1357,9, ,465,10, , , , , , , , , , ,2630,24, ,17180656376,40,40785529,17180654713, , , , ,21256336,641400315904,19,19, , , ,1798, ,1221,48121,1, ,95,1,94,2638,8,12, , , , ,11,43572, , , , , , , , , , , ,21256336, ,1519066195157, , ,1488, ,3145728,17181135887, ,60871,1582,13,250,509,155,175,250, , ,3,155, , , ,1583,3,5213562,1462,309415,85, ,405,9192239,1748,170067,56, , , ,47, , ,1,17,55421272,-1, , , , , , ,2971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 10:46:10.407 UTC, ,250,3169730,2040,23752, , ,5, ,138,5,0.04, , , , , , , ,5,5, ,17, ,4,2,7, ,120,15, , , , , , , , , , , , , ,17182141016,42,42270522,17182139706,1,1,2,5,12271746,645400948736,30,30, , , , , ,278,4844, , , , , , , , , , , , , , , , , , , , , , , , , ,12271746, ,1519209969044, , , , ,3145728,17182141016, , ,27,6,1,6,1,5,1, , ,3,2, , , ,27, ,10418,9,1461,1, , ,12857574,1589, , , , , , , , , , ,40338648,-1, , , , , , ,121, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 10:46:11.544 UTC, ,1178,6211258,2040,3064352, , ,1343,1152,2533,1313,0.52,1794, , , , , ,937,1343,27, , ,214,5,1339,8, ,5,3, , , , , , , , , , ,2526,23, ,17182141016,42,42270522,17182139706, , , , ,12271746,645400948736,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12271746, ,1519209969044, , ,1794, ,3145728,17182507007, ,26590,1555,31,250,814,159,286,250, , ,3,159, , , ,1555,2,1571464,766,163519,64, ,256,2344479,1049,202443,84, , , ,33, , ,1,25,25065064,-1, , , , , , ,2509, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 10:47:47.869 UTC, ,250,3169610,2040,23632, , ,5,2,117,5,0.04, , , , , , , ,5,5, ,3,2,4,2,7, ,114,16, , , , , , , , , , , , , ,17183335934,43, ,17182507091, , , , , , ,-1,-1, , , , , ,424,8817, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1519210066697, , , , ,3145728,17183335934, , ,30,0, , , ,2, , , ,3, , , , ,30, ,15372,11, , , , ,13770605,1699, , , , , , , , , , ,46647432,-1, , , , , , ,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 10:47:48.966 UTC, ,1178,5990850,2040,2843944, , ,1339,1227,2534,1308,0.52,1919, , , , , ,990,1339,27, , ,237,5,1335,8, ,5,3, , , , , , , , , , ,2527,22, ,17183335934,43, ,17182507091, , , , ,13466661,645399875584,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13466661, ,1519210066697, , ,1919, ,3145728,17183709840, ,45137,1572,31,250,820,158,247,250, , ,3,158, , , ,1572,2,1469208,718,163391,62, ,211,2363813,1068,210489,84, , , ,43, , ,1,22,28829144,-1, , , , , , ,2509, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 10:50:17.961 UTC, ,250,3169586,2040,23416,192, ,5,1,144,5,0.03, , , , , , , ,5,5, ,3,1,4,2,6, ,144,19, , , , , , , , , , , , , ,17184566235,44, ,17183709924, , , , ,14696962,645397266432,24,24, , , , , ,574,12769, , , , , , , , , , , , , , , , , , , , , , , , , ,14696962, ,1519210216746, , , , ,3145728,17184566235, , ,31,0, , , ,3, , , ,3, , , , ,31,1,19932,14, , , , ,16455925,2026, , , , , , , , , , ,50485088,-1, , , , , , ,133, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 10:50:19.120 UTC, ,1178,5952370,2040,2805464, , ,1360,1244,2525,1333,0.53,1928, , , , , ,1031,1360,29, , ,213,5,1356,8, ,1,1, , , , , , , , , , ,2522,22, ,17184566235,44, ,17183709924, , , , ,14696962,645397266432,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14696962, ,1519210216746, , ,1928, ,3145728,17184911892, ,49814,1572,47,250,832,165,212,250, , ,3,165, , , ,1572,2,1496520,729,135412,59, ,192,2293384,1038,210219,91, , , ,39, , ,1,21,28878120,-1, , , , , , ,2503, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 10:50:27.602 UTC, ,250,3169578,2040,23464,136, ,5,2,171,5,0.03, , , , , , , ,5,5, ,3,2,4,2,7, ,173,19, , , , , , , , , , , , , ,17185794214,45, ,17184911976, , , , ,15924941,645396013056,22,22, , , , , ,724,16733, , , , , , , , , , , , , , , , , , , , , , , , , ,15924941, ,1519210225936, , , , ,3145728,17185794214, , ,33,0, , , ,3, , , ,3, , , , ,33,1,22661,15, , , , ,19128637,2353, , , , , , , , , , ,55636520,-1, , , , , , ,159, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 10:51:07.831 UTC, ,1618,12402226,2040,9254880, , ,1847,1699,910340,1808,0.00,41, , , , , , ,1847,29, , ,1699,5,1843,8, ,3,2, , , , , , , , , , ,470049,24, ,17185794214,45, ,17184911976, , , , ,15924941,645396013056,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15924941, ,1519210225936, , ,41, ,3145728,17186227365, , ,3535,66,250,1325,249,15,250, , ,3,251, , , ,3535,2,6703104,3273,10993,1, ,914,3078861,1179,422132,254, , , , , , ,29,234,420832576,-1, , , , , , ,2506, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, ,40171206,3, , , , , , , , 
2018-02-21 10:51:17.980 UTC, ,250,3169490,2040,23512, , ,5,2,196,5,0.03, , , , , , , ,5,5, ,3,2,4,2,7, ,200,19, , , , , , , , , , , , , ,17187081766,46, ,17186227449, , , , ,17212493,645394702336,20,20, , , , , ,881,20739, , , , , , , , , , , , , , , , , , , , , , , , , ,17212493, ,1519210276601, , , , ,3145728,17187081766, , ,33,0, , , ,2, , , ,3, , , , ,33, ,35683,17, , , , ,21475735,2638, , , , , , , , , , ,56884192,-1, , , , , , ,183, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 10:51:18.952 UTC, ,1618,5920874,2040,2773528, , ,1395,1286,2537,1360,0.54,2016, , , , , ,1081,1395,29, , ,205,5,1391,8, ,5,3, , , , , , , , , , ,2530,29, ,17187081766,46, ,17186227449, , , , ,17212493,645394702336,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17212493, ,1519210276601, , ,2016, ,3145728,17187487752, ,51778,1599,47,250,628,169,214,250, , ,3,169, , , ,1599,2,1510885,738,224178,70, ,182,2296877,1047,181782,92, , , ,42, , ,1,23,37464616,-1, , , , , , ,2509, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 11:15:51.925 UTC, ,250,3169538,2040,23560, , ,5,1,220,5,0.02, , , , , , , ,5,5, ,3,1,4,2,7, ,226,20, , , , , , , , , , , , , ,17188396731,47, ,17187487836, , , , ,18527458,645383106560,19,19, , , , , ,1041,24764, , , , , , , , , , , , , , , , , , , , , , , , , ,18527458, ,1519211750056, , , , ,3145728,17188396731, , ,33,0, , , ,2, , , ,3, , , , ,33, ,26323,15, , , , ,24517083,3010, , , , , , , , , , ,63347080,-1, , , , , , ,207, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 11:15:53.010 UTC, ,1178,5832506,2040,2685600, , ,1370,1264,2528,1345,0.53,2011, , , , , ,1075,1370,29, , ,188,5,1366,8, ,5,3, , , , , , , , , , ,2521,22, ,17188396731,47, ,17187487836, , , , ,18527458,645383106560,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18527458, ,1519211750056, , ,2011, ,3145728,17188728488, ,22199,1560,26,250,653,155,199,250, , ,3,155, , , ,1560,2,1498457,732,174399,54, ,170,2187598,1002,157332,90, , , ,46, , ,1,27,39894704,-1, , , , , , ,2509, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 11:17:49.455 UTC, ,250,3169666,2040,23608,80, ,5,2,252,5,0.02, , , , , , , ,5,5, ,3,2,4,2,7, ,260,22, , , , , , , , , , , , , ,17189612330,48, ,17188728572, , , , ,19743057,645380501504,18,18, , , , , ,1190,28729, , , , , , , , , , , , , , , , , , , , , , , , , ,19743057, ,1519211867767, , , , ,3145728,17189612330, , ,36,0, , , ,3, , , ,3, , , , ,36,1,33227,19, , , , ,26745225,3282, , , , , , , , , , ,63963136,-1, , , , , , ,240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 11:17:50.338 UTC, ,1642,6032578,2144,2885208, , ,1400,1292,2534,1367,0.54,1948, , , , , ,1065,1400,29, , ,227,5,1396,8, ,4,2, , , , , , , , , , ,2528,27, ,17189612330,48, ,17188728572, , , , ,19743057,645380501504,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19743057, ,1519211867767, , ,1948, ,3145728,21474965802, ,38673,1625,18,250,578,155,257,250, , ,3,156, , , ,1625,2,1697353,828,189466,78, ,190,2187912,991,196678,70, , , ,25, , ,1,18,42011048,-1, , , , , , ,2507, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
2018-02-21 11:18:11.212 UTC, ,375,3195255,2456,48688,464, ,11,7,86,11,0.13,4, , , , , ,5,11,9, ,5,2,6,7,11, ,69,17, , , , , , , , , , ,5,3, ,21475918713,50,51081111,21475917591,1, ,2,4,21082141,645379932160,16,16, , , , , ,132,2324, , , , , , , , , , , , , , , , , , , , , , , , , ,21082141, ,1519211889998, , ,4, ,3145728,21475918888, , ,44,4,1,4,1,11,1, , ,3,2, , , ,44,3,39521,23,1255,1, ,4,10010702,1248, , , , , , , , , , ,44089576,-1, , , , , , ,76, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,4, , ,3, , , , , , , , 
2018-02-21 11:18:12.541 UTC, ,35645,6508965,2456,3327512,80, ,1458,1335,2831,1421,0.50,1930, , , , , ,1028,1458,29, , ,218,6,1453,9, ,214,15, , , , , , , , , , ,2645,20, ,21475918713,50,51081111,21475917591, , , , ,21082141,645379932160,16,16, , , , , ,529,19900,1, , , , , , , , , , , , , , , , , , , , , , , , ,21082141, ,1519211889998, , ,1930, ,3145728,21476293426, ,22235,1672,40,250,867,178,174,250, , ,3,178, , , ,1672,3,3902359,1224,215307,102, ,207,4436833,1187,159377,62, , , ,22, , ,1,30,34314416,-1, , , , , , ,2681, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2496, , , , , , , , , , , 
2018-02-21 11:20:31.011 UTC, ,34571,3202363,2224,22064, , ,5,1,99,5,0.05, , , , , , , ,5,5, ,4,1,5,1,9, ,127,32, , , , , , , , , , , , , ,21477426087,51, ,21476293510, , , , ,22589512,645378527232,15,15, , , , , ,317,6405,1, , , , , , , , , , , , , , , , , , , , , , , , ,22589512, ,1519212029808, , , , ,3145728,21477426217, , ,45,0, , , ,6, , , ,3, , , , ,45,3,87621,37, , , , ,14543926,1793, , , , , , , , , , ,44089392,-1, , , , , , ,85, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-02-21 11:20:32.267 UTC, ,1767,8007383,2456,4859888, , ,1576,1404,3435,1550,0.45,1848, , , , , ,785,1576,30, , ,174,6,1571,9, ,358,4, , , , , , , , , , ,3075,22, ,21477426087,51, ,21476293510, , , , ,22589512,645378527232,15,15, , , , , ,1071,38828, , , , , , , , , , , , , , , , , , , , , , , , , ,22589512, ,1519212029808, , ,1848, ,3145728,21477763117, ,33200,1752,39,250,821,155,214,250, , ,3,155, , , ,1752,3,5244340,1405,220329,78, ,236,7761560,1654,116675,63, , , ,41, , ,1,24,61452408,-1, , , , , , ,2861, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2500, , ,3, , , , , , , , 
